index.png,state1.png,state5.png,state7.png,state9.png,state17.png,state26.png,state41.png,state45.png,state50.png,state57.png,state66.png,state77.png,state86.png,state89.png,state98.png,state101.png,state106.png,state115.png,state118.png,state123.png,state130.png,state139.png,state142.png,state147.png,state154.png,state163.png,state172.png,state175.png,state180.png,state187.png,state204.png,state213.png,state216.png,state221.png,state228.png,state237.png,state247.png,state254.png,state263.png,state266.png,state271.png,state278.png,state301.png,state308.png,state317.png,state320.png,state325.png,state332.png,state341.png,state351.png,state358.png,state365.png,state372.png,state381.png,state384.png,state389.png,state396.png,state419.png,state426.png,state433.png,state448.png,state451.png,state456.png,state463.png,state484.png,state491.png,state498.png,state505.png,state514.png,state523.png,state528.png,state535.png,state544.png,state554.png,state561.png,state566.png,state573.png,state602.png,state609.png,state632.png,state639.png,state644.png,state651.png,state660.png,state677.png,state682.png,state703.png,state710.png,state717.png,state746.png,state755.png,state770.png,state773.png,state776.png,state783.png,state812.png,state821.png,state824.png,state829.png,state838.png,state843.png,state848.png,state857.png,state866.png,state881.png,state890.png,state897.png,state912.png,state917.png,state946.png,state955.png,state958.png,state963.png,state968.png,state973.png,state982.png,state989.png,state1018.png,state1025.png,state1032.png,state1045.png,state1050.png,state1053.png,state1068.png,state1089.png,state1098.png,state1103.png,state1108.png,state1113.png,state1122.png,state1129.png,state1144.png,state1147.png,state1152.png,state1167.png,state1176.png,state1179.png,state1184.png,state1195.png,state1200.png,state1203.png,state1218.png,state1221.png,state1236.png,state1253.png,state1260.png,state1267.png,state1280.png,state1287.png,state1302.png,state1305.png,state1310.png,state1321.png,state1328.png,state1337.png,state1344.png,state1351.png,state1356.png,state1361.png,state1366.png,state1375.png,state1386.png,state1389.png,state1404.png,state1421.png,state1426.png,state1429.png,state1448.png,state1453.png,state1464.png,state1469.png,state1472.png,state1487.png,state1492.png,state1503.png,state1510.png,state1519.png,state1528.png,state1545.png,state1550.png,state1557.png,state1568.png,state1575.png,state1590.png,state1593.png,state1598.png,state1613.png,state1618.png,state1621.png,state1638.png,state1653.png,state1664.png,state1673.png,state1684.png,state1687.png,state1702.png,state1715.png,state1724.png,state1741.png,state1746.png,state1767.png,state1772.png,state1777.png,state1782.png,state1793.png,state1798.png,state1809.png,state1816.png,state1825.png,state1838.png,state1853.png,state1864.png,state1871.png,state1876.png,state1879.png,state1886.png,state1905.png,state1910.png,state1925.png,state1930.png,state1933.png,state1952.png,state1973.png,state1978.png,state1983.png,state1994.png,state2001.png,state2006.png,state2013.png,state2018.png,state2027.png,state2038.png,state2047.png,state2064.png,state2069.png,state2078.png,state2085.png,state2090.png,state2093.png,state2100.png,state2115.png,state2122.png,state2131.png,state2136.png,state2139.png,state2156.png,state2165.png,state2178.png,state2193.png,state2204.png,state2207.png,state2212.png,state2223.png,state2230.png,state2235.png,state2242.png,state2247.png,state2256.png,state2261.png,state2272.png,state2287.png,state2292.png,state2297.png,state2302.png,state2317.png,state2338.png,state2343.png,state2348.png,state2361.png,state2368.png,state2377.png,state2382.png,state2385.png,state2402.png,state2407.png,state2412.png,state2415.png,state2424.png,state2427.png,state2430.png,state2445.png,state2468.png,state2477.png,state2484.png,state2489.png,state2492.png,state2499.png,state2516.png,state2525.png,state2530.png,state2541.png,state2556.png
0.51,0.51,0.11,0.11,0.51,0.09,0.14,0.1,0.09,0.0,0.09,0.0,0.09,0.08,0.09,0.08,0.11,0.02,0.08,0.1,0.12,0.09,0.08,0.1,0.12,0.12,0.09,0.08,0.1,0.17,0.12,0.09,0.08,0.1,0.12,0.11,0.19,0.12,0.11,0.09,0.1,0.19,0.11,0.11,0.09,0.08,0.1,0.11,0.12,0.12,0.11,0.11,0.0,0.12,0.08,0.1,0.19,0.11,0.11,0.09,0.12,0.08,0.1,0.17,0.12,0.11,0.0,0.11,0.0,0.12,0.1,0.12,0.12,0.19,0.12,0.11,0.09,0.11,0.1,0.12,0.11,0.09,0.11,0.0,0.11,0.12,0.11,0.11,0.02,0.11,0.12,0.12,0.11,0.51,0.09,0.12,0.11,0.12,0.12,0.12,0.11,0.09,0.11,0.02,0.12,0.11,0.17,0.12,0.09,0.11,0.11,0.12,0.11,0.11,0.12,0.19,0.12,0.11,0.11,0.19,0.11,0.12,0.12,0.12,0.09,0.12,0.11,0.12,0.12,0.12,0.11,0.19,0.0,0.12,0.12,0.11,0.19,0.12,0.11,0.11,0.11,0.11,0.09,0.12,0.11,0.11,0.17,0.12,0.11,0.12,0.0,0.11,0.11,0.0,0.0,0.12,0.11,0.12,0.12,0.19,0.19,0.11,0.09,0.11,0.11,0.12,0.12,0.11,0.1,0.12,0.12,0.12,0.12,0.09,0.11,0.0,0.0,0.11,0.0,0.12,0.12,0.11,0.11,0.19,0.02,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.09,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.09,0.11,0.02,0.02,0.11,0.11,0.11,0.17,0.12,0.12,0.12,0.12,0.09,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.19,0.11,0.12,0.11,0.11,0.02,0.12,0.11,0.19,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.09,0.11,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.19,0.19,0.0,0.12,0.12,0.11,0.11,0.19,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.09,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.17,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.0
0.5,0.5,0.01,0.02,0.53,0.01,0.03,0.0,0.11,0.11,0.1,0.11,0.1,0.02,0.1,0.02,0.0,0.12,0.02,0.0,0.03,0.1,0.02,0.0,0.05,0.0,0.11,0.02,0.0,0.07,0.0,0.11,0.02,0.0,0.05,0.0,0.16,0.0,0.0,0.02,0.0,0.16,0.0,0.0,0.11,0.02,0.0,0.02,0.0,0.05,0.0,0.0,0.11,0.0,0.02,0.0,0.16,0.0,0.0,0.1,0.0,0.02,0.0,0.07,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.05,0.0,0.16,0.0,0.0,0.1,0.0,0.02,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.03,0.0,0.53,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.0,0.07,0.0,0.11,0.0,0.0,0.05,0.0,0.0,0.05,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.11,0.0,0.02,0.0,0.05,0.05,0.0,0.16,0.12,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.07,0.0,0.0,0.05,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.05,0.0,0.16,0.16,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.16,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.05,0.0,0.0,0.0,0.11,0.0,0.12,0.12,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.16,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.17,0.17,0.12,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.11
0.5,0.5,0.01,0.02,0.52,0.01,0.03,0.0,0.11,0.11,0.1,0.11,0.1,0.02,0.11,0.02,0.0,0.12,0.02,0.0,0.03,0.1,0.02,0.01,0.05,0.0,0.11,0.02,0.01,0.07,0.0,0.11,0.02,0.0,0.05,0.0,0.17,0.0,0.0,0.02,0.01,0.17,0.0,0.0,0.11,0.02,0.01,0.02,0.0,0.05,0.0,0.0,0.12,0.0,0.02,0.01,0.17,0.0,0.0,0.1,0.0,0.02,0.0,0.07,0.0,0.0,0.11,0.0,0.11,0.0,0.01,0.05,0.0,0.17,0.0,0.0,0.1,0.0,0.02,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.03,0.0,0.52,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.0,0.07,0.0,0.11,0.0,0.0,0.05,0.0,0.0,0.05,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.11,0.0,0.02,0.0,0.05,0.05,0.0,0.17,0.12,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.07,0.0,0.0,0.05,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.05,0.0,0.17,0.17,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.17,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.05,0.0,0.0,0.0,0.11,0.0,0.12,0.12,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.17,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.17,0.17,0.12,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.11
0.51,0.51,0.01,0.02,0.53,0.01,0.03,0.0,0.1,0.11,0.1,0.11,0.1,0.02,0.1,0.01,0.0,0.12,0.02,0.0,0.03,0.1,0.01,0.0,0.05,0.0,0.1,0.01,0.0,0.07,0.0,0.1,0.02,0.0,0.05,0.0,0.17,0.0,0.0,0.02,0.0,0.16,0.0,0.0,0.1,0.02,0.0,0.02,0.0,0.05,0.0,0.0,0.11,0.0,0.02,0.0,0.16,0.0,0.0,0.1,0.0,0.01,0.0,0.07,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.05,0.0,0.16,0.0,0.0,0.1,0.0,0.02,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.03,0.0,0.53,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.07,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.05,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.0,0.05,0.05,0.0,0.16,0.11,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.07,0.0,0.0,0.05,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.05,0.0,0.16,0.16,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.16,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.12,0.12,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.17,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.17,0.17,0.11,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.11
0.56,0.56,0.14,0.13,0.63,0.17,0.14,0.15,0.18,0.19,0.2,0.19,0.17,0.18,0.17,0.18,0.15,0.22,0.18,0.15,0.16,0.17,0.18,0.15,0.14,0.16,0.17,0.18,0.14,0.18,0.16,0.17,0.18,0.15,0.14,0.16,0.0,0.16,0.15,0.18,0.14,0.0,0.16,0.15,0.18,0.18,0.15,0.15,0.16,0.14,0.16,0.15,0.19,0.17,0.18,0.15,0.0,0.16,0.15,0.2,0.16,0.18,0.15,0.18,0.16,0.15,0.19,0.16,0.19,0.17,0.15,0.14,0.16,0.0,0.16,0.15,0.17,0.16,0.15,0.16,0.15,0.17,0.16,0.19,0.16,0.17,0.16,0.15,0.22,0.16,0.16,0.16,0.15,0.63,0.17,0.17,0.16,0.14,0.17,0.16,0.15,0.17,0.16,0.22,0.16,0.16,0.18,0.16,0.17,0.16,0.16,0.14,0.16,0.16,0.14,0.0,0.17,0.16,0.16,0.0,0.16,0.16,0.16,0.16,0.17,0.17,0.15,0.16,0.14,0.14,0.16,0.0,0.19,0.16,0.17,0.16,0.0,0.16,0.16,0.16,0.16,0.16,0.2,0.16,0.17,0.16,0.18,0.16,0.16,0.14,0.19,0.16,0.17,0.19,0.18,0.17,0.17,0.14,0.16,0.0,0.0,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.17,0.16,0.17,0.16,0.19,0.19,0.16,0.19,0.16,0.17,0.16,0.16,0.0,0.22,0.16,0.16,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.16,0.19,0.16,0.17,0.14,0.17,0.16,0.17,0.17,0.16,0.22,0.22,0.16,0.16,0.16,0.18,0.17,0.17,0.17,0.16,0.18,0.16,0.17,0.17,0.16,0.16,0.14,0.17,0.16,0.14,0.14,0.0,0.16,0.17,0.17,0.16,0.22,0.16,0.16,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.18,0.16,0.17,0.17,0.15,0.16,0.16,0.14,0.14,0.14,0.16,0.16,0.14,0.0,0.0,0.19,0.17,0.17,0.17,0.17,0.0,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.2,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.18,0.17,0.17,0.17,0.16,0.16,0.14,0.14,0.14,0.19
0.52,0.52,0.02,0.02,0.54,0.01,0.04,0.01,0.1,0.12,0.1,0.11,0.1,0.02,0.1,0.02,0.01,0.12,0.02,0.01,0.02,0.1,0.02,0.01,0.05,0.0,0.1,0.02,0.01,0.07,0.0,0.1,0.02,0.01,0.05,0.0,0.17,0.0,0.01,0.02,0.01,0.16,0.0,0.01,0.1,0.02,0.01,0.02,0.0,0.05,0.0,0.01,0.12,0.0,0.02,0.01,0.16,0.0,0.01,0.1,0.0,0.02,0.01,0.07,0.0,0.01,0.11,0.0,0.12,0.0,0.01,0.05,0.0,0.16,0.0,0.01,0.1,0.0,0.01,0.0,0.01,0.1,0.0,0.11,0.0,0.0,0.0,0.01,0.12,0.0,0.0,0.02,0.01,0.54,0.1,0.0,0.0,0.05,0.0,0.0,0.01,0.1,0.0,0.12,0.0,0.0,0.07,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.05,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.0,0.05,0.05,0.0,0.16,0.12,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.07,0.0,0.0,0.05,0.11,0.0,0.0,0.12,0.12,0.0,0.0,0.05,0.0,0.16,0.16,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.16,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.12,0.12,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.17,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.17,0.17,0.12,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.11
0.5,0.5,0.01,0.02,0.52,0.0,0.03,0.0,0.1,0.11,0.1,0.11,0.1,0.02,0.1,0.01,0.0,0.12,0.01,0.0,0.03,0.1,0.01,0.0,0.05,0.0,0.11,0.01,0.0,0.07,0.0,0.1,0.02,0.0,0.05,0.0,0.16,0.0,0.0,0.02,0.0,0.16,0.0,0.0,0.1,0.02,0.0,0.02,0.0,0.05,0.0,0.0,0.11,0.0,0.02,0.0,0.16,0.0,0.0,0.1,0.0,0.01,0.0,0.07,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.05,0.0,0.16,0.0,0.0,0.1,0.0,0.02,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.03,0.0,0.52,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.0,0.07,0.0,0.11,0.0,0.0,0.05,0.0,0.0,0.05,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.0,0.05,0.05,0.0,0.16,0.11,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.07,0.0,0.0,0.05,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.05,0.0,0.16,0.16,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.16,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.12,0.12,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.16,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.16,0.16,0.12,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.11
0.49,0.49,0.01,0.01,0.51,0.01,0.03,0.0,0.1,0.11,0.1,0.11,0.1,0.02,0.1,0.01,0.0,0.12,0.01,0.0,0.03,0.1,0.01,0.0,0.06,0.0,0.1,0.01,0.0,0.07,0.0,0.1,0.02,0.0,0.06,0.0,0.16,0.0,0.0,0.02,0.0,0.16,0.0,0.0,0.1,0.02,0.0,0.02,0.0,0.06,0.0,0.0,0.11,0.0,0.02,0.0,0.16,0.0,0.0,0.1,0.0,0.01,0.0,0.07,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.06,0.0,0.16,0.0,0.0,0.1,0.0,0.02,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.03,0.0,0.51,0.1,0.0,0.0,0.06,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.07,0.0,0.1,0.0,0.0,0.06,0.0,0.0,0.06,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.0,0.06,0.06,0.0,0.16,0.11,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.06,0.0,0.16,0.16,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.16,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.06,0.0,0.0,0.0,0.1,0.0,0.12,0.12,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.16,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.02,0.0,0.0,0.06,0.06,0.06,0.0,0.0,0.06,0.16,0.16,0.11,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0.11
0.49,0.49,0.01,0.02,0.52,0.01,0.03,0.0,0.1,0.11,0.1,0.11,0.1,0.02,0.1,0.01,0.0,0.12,0.02,0.0,0.03,0.1,0.01,0.0,0.05,0.0,0.1,0.01,0.0,0.07,0.0,0.1,0.02,0.0,0.05,0.0,0.16,0.0,0.0,0.02,0.0,0.16,0.0,0.0,0.1,0.02,0.0,0.02,0.0,0.05,0.0,0.0,0.11,0.0,0.02,0.0,0.16,0.0,0.0,0.1,0.0,0.01,0.0,0.07,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.05,0.0,0.16,0.0,0.0,0.1,0.0,0.02,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.03,0.0,0.52,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.07,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.05,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.0,0.05,0.05,0.0,0.16,0.11,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.07,0.0,0.0,0.05,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.05,0.0,0.16,0.16,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.16,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.12,0.12,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.16,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.17,0.16,0.11,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.11
0.49,0.49,0.01,0.02,0.51,0.01,0.03,0.0,0.1,0.11,0.1,0.11,0.1,0.02,0.1,0.01,0.0,0.12,0.02,0.0,0.03,0.1,0.01,0.0,0.05,0.0,0.1,0.01,0.0,0.07,0.0,0.1,0.02,0.0,0.05,0.0,0.16,0.0,0.0,0.02,0.0,0.16,0.0,0.0,0.1,0.02,0.0,0.02,0.0,0.06,0.0,0.0,0.11,0.0,0.02,0.0,0.16,0.0,0.0,0.1,0.0,0.01,0.0,0.07,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.05,0.0,0.16,0.0,0.0,0.1,0.0,0.02,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.03,0.0,0.51,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.07,0.0,0.1,0.0,0.0,0.06,0.0,0.0,0.05,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.0,0.06,0.05,0.0,0.16,0.11,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.07,0.0,0.0,0.05,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.05,0.0,0.16,0.16,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.16,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.06,0.0,0.0,0.0,0.1,0.0,0.12,0.12,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.16,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.02,0.0,0.0,0.06,0.06,0.06,0.0,0.0,0.06,0.16,0.16,0.11,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.05,0.11
